snapshotId,snapshotAt,season,date,market,player,playerId,team,opponent,pitcher,line,americanOdds,sportsbook,propKey,rawSource
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Marcus Semien (NYM),,,,,1.5,105,Bovada,2026-05-04T21:41:00Z|batter_total_bases|marcus semien (nym)|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Marcus Semien (NYM),,,,,1.5,-135,Bovada,2026-05-04T21:41:00Z|batter_total_bases|marcus semien (nym)|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Mark Vientos (NYM),,,,,1.5,-105,Bovada,2026-05-04T21:41:00Z|batter_total_bases|mark vientos (nym)|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Mark Vientos (NYM),,,,,1.5,-125,Bovada,2026-05-04T21:41:00Z|batter_total_bases|mark vientos (nym)|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,MJ Melendez (NYM),,,,,1.5,110,Bovada,2026-05-04T21:41:00Z|batter_total_bases|mj melendez (nym)|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,MJ Melendez (NYM),,,,,1.5,-145,Bovada,2026-05-04T21:41:00Z|batter_total_bases|mj melendez (nym)|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Tyrone Taylor (NYM),,,,,1.5,135,Bovada,2026-05-04T21:41:00Z|batter_total_bases|tyrone taylor (nym)|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Tyrone Taylor (NYM),,,,,1.5,-180,Bovada,2026-05-04T21:41:00Z|batter_total_bases|tyrone taylor (nym)|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Bo Bichette,,,,,1.5,114,DraftKings,2026-05-04T21:41:00Z|batter_hits|bo bichette|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Bo Bichette,,,,,1.5,-152,DraftKings,2026-05-04T21:41:00Z|batter_hits|bo bichette|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Brett Baty,,,,,1.5,163,DraftKings,2026-05-04T21:41:00Z|batter_hits|brett baty|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Brett Baty,,,,,1.5,-220,DraftKings,2026-05-04T21:41:00Z|batter_hits|brett baty|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Carson Benge,,,,,0.5,-260,DraftKings,2026-05-04T21:41:00Z|batter_hits|carson benge|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Carson Benge,,,,,0.5,191,DraftKings,2026-05-04T21:41:00Z|batter_hits|carson benge|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Francisco Alvarez,,,,,1.5,168,DraftKings,2026-05-04T21:41:00Z|batter_hits|francisco alvarez|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Francisco Alvarez,,,,,1.5,-226,DraftKings,2026-05-04T21:41:00Z|batter_hits|francisco alvarez|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Juan Soto,,,,,1.5,167,DraftKings,2026-05-04T21:41:00Z|batter_hits|juan soto|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Juan Soto,,,,,1.5,-225,DraftKings,2026-05-04T21:41:00Z|batter_hits|juan soto|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Marcus Semien,,,,,1.5,188,DraftKings,2026-05-04T21:41:00Z|batter_hits|marcus semien|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Marcus Semien,,,,,1.5,-256,DraftKings,2026-05-04T21:41:00Z|batter_hits|marcus semien|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Mark Vientos,,,,,1.5,186,DraftKings,2026-05-04T21:41:00Z|batter_hits|mark vientos|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Mark Vientos,,,,,1.5,-253,DraftKings,2026-05-04T21:41:00Z|batter_hits|mark vientos|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,MJ Melendez,,,,,0.5,-213,DraftKings,2026-05-04T21:41:00Z|batter_hits|mj melendez|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,MJ Melendez,,,,,0.5,158,DraftKings,2026-05-04T21:41:00Z|batter_hits|mj melendez|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Tyrone Taylor,,,,,0.5,-224,DraftKings,2026-05-04T21:41:00Z|batter_hits|tyrone taylor|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Tyrone Taylor,,,,,0.5,166,DraftKings,2026-05-04T21:41:00Z|batter_hits|tyrone taylor|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Bo Bichette,,,,,1.5,-136,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|bo bichette|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Bo Bichette,,,,,1.5,103,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|bo bichette|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Brett Baty,,,,,1.5,-105,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|brett baty|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Brett Baty,,,,,1.5,-127,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|brett baty|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Carson Benge,,,,,1.5,111,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|carson benge|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Carson Benge,,,,,1.5,-147,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|carson benge|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Francisco Alvarez,,,,,1.5,-113,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|francisco alvarez|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Francisco Alvarez,,,,,1.5,-117,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|francisco alvarez|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Juan Soto,,,,,1.5,-116,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|juan soto|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Juan Soto,,,,,1.5,-115,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|juan soto|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Marcus Semien,,,,,1.5,102,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|marcus semien|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Marcus Semien,,,,,1.5,-136,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|marcus semien|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Mark Vientos,,,,,1.5,-106,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|mark vientos|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Mark Vientos,,,,,1.5,-125,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|mark vientos|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,MJ Melendez,,,,,1.5,111,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|mj melendez|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,MJ Melendez,,,,,1.5,-147,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|mj melendez|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Tyrone Taylor,,,,,1.5,132,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|tyrone taylor|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_total_bases,Tyrone Taylor,,,,,1.5,-176,DraftKings,2026-05-04T21:41:00Z|batter_total_bases|tyrone taylor|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,pitcher_strikeouts,Tomoyuki Sugano,,,,,3.5,109,DraftKings,2026-05-04T21:41:00Z|pitcher_strikeouts|tomoyuki sugano|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,pitcher_strikeouts,Tomoyuki Sugano,,,,,3.5,-139,DraftKings,2026-05-04T21:41:00Z|pitcher_strikeouts|tomoyuki sugano|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Bo Bichette,,,,,2.5,100,PrizePicks,2026-05-04T21:41:00Z|batter_hits|bo bichette|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Bo Bichette,,,,,2.5,100,PrizePicks,2026-05-04T21:41:00Z|batter_hits|bo bichette|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Carson Benge,,,,,0.5,100,PrizePicks,2026-05-04T21:41:00Z|batter_hits|carson benge|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Carson Benge,,,,,0.5,100,PrizePicks,2026-05-04T21:41:00Z|batter_hits|carson benge|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Brenton Doyle,,,,,0.5,100,PrizePicks,2026-05-04T21:41:00Z|batter_hits|brenton doyle|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Brenton Doyle,,,,,0.5,100,PrizePicks,2026-05-04T21:41:00Z|batter_hits|brenton doyle|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
20260504T042852Z,2026-05-04T04:28:52.798836+00:00,2026,2026-05-04T21:41:00Z,batter_hits,Brett Baty,,,,,0.5,100,PrizePicks,2026-05-04T21:41:00Z|batter_hits|brett baty|||,http://127.0.0.1:8766/api/propline/props?markets=pitcher_strikeouts%2Cbatter_hits%2Cbatter_total_bases%2Cbatter_home_runs%2Cpitcher_hits_allowed%2Cpitcher_earned_runs&date=2026-05-03
