season,snapshotAt,date,market,marketGroup,player,team,opponent,pitcher,line,americanOdds,sportsbookImpliedPercent,finalProbabilityPercent,finalEdgePercent,edgeBucket,probabilityBucket,confidence,recommendation,weatherAdjustmentPercent,savantAdjustmentPercent,oddsMovementAdjustmentPercent,hasWeatherBoost,hasSavantBoost,hasOddsMovementBoost,missingData,actualStat,result,overHit,push,profitUnits,calculatedImpliedPercent,calculatedEdgePercent,edgeDelta,mathStatus,warnings
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Chandler Simpson,TBR,TOR,Eric Lauer,1.5,156.0,39.06,55.53,16.46,8%+,55-60%,Medium-High,Positive edge,,0.8,1.5,0,1,1,PropLine game moneyline/total context | Self-stored odds movement snapshots,1.0,loss,0,0,-1.0,39.0625,15.6675,-0.0075,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Junior Caminero,TBR,TOR,Eric Lauer,1.5,199.0,33.44,49.62,16.18,8%+,45-50%,Medium-High,Positive edge,,0.8,0.34,0,1,1,PropLine game moneyline/total context | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,33.4448,16.5352,-0.0052,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Alec Burleson,STL,MIL,Chad Patrick,0.5,183.0,35.34,51.46,16.13,8%+,50-55%,Medium,Positive edge,0.43,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,35.3357,16.1243,0.0057,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Aaron Judge,NYY,BAL,Shane Baz,0.5,196.0,33.78,49.79,16.01,8%+,45-50%,Medium,Positive edge,-0.12,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,2.0,win,1,0,1.96,33.7838,16.0062,0.0038,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Maikel Garcia,KCR,CLE,Tanner Bibee,0.5,178.0,35.97,51.83,15.86,8%+,50-55%,Medium,Positive edge,0.54,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,35.9712,15.8588,0.0012,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Junior Caminero,TBR,TOR,Eric Lauer,1.5,193.0,34.13,49.89,15.76,8%+,45-50%,Medium-High,Positive edge,,0.8,0.34,0,1,1,PropLine game moneyline/total context | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,34.1297,15.7603,-0.0003,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Nico Hoerner,CHC,CIN,Chase Petty,1.5,143.0,41.15,56.87,15.72,8%+,55-60%,Medium,Positive edge,-0.49,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,loss,0,0,-1.0,41.1523,15.7177,0.0023,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Bobby Witt Jr.,KCR,CLE,Tanner Bibee,1.5,176.0,36.23,51.93,15.7,8%+,50-55%,Medium,Positive edge,0.54,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,loss,0,0,-1.0,36.2319,15.6981,0.0019,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Jordan Walker,STL,MIL,Chad Patrick,0.5,176.0,36.23,51.82,15.59,8%+,50-55%,Medium,Positive edge,0.43,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.76,36.2319,15.5881,0.0019,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Dansby Swanson,CHC,CIN,Chase Petty,0.5,165.0,37.74,53.0,15.27,8%+,50-55%,Medium,Positive edge,-0.49,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,37.7358,15.2642,0.0058,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,William Contreras,MIL,STL,Kyle Leahy,1.5,149.0,40.16,55.39,15.23,8%+,55-60%,Medium,Positive edge,0.43,0.8,1.5,1,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,loss,0,0,-1.0,40.1606,15.2294,0.0006,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Bryce Harper,PHI,MIA,Janson Junk,1.5,199.0,33.44,48.65,15.2,8%+,45-50%,Medium,Positive edge,-0.13,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,3.0,win,1,0,1.99,33.4448,15.2052,-0.0052,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Chase DeLauter,CLE,KCR,Michael Wacha,0.5,193.0,34.13,49.09,14.96,8%+,45-50%,Medium,Positive edge,0.54,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,,ungraded,,0,0.0,34.1297,14.9603,-0.0003,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Steven Kwan,CLE,KCR,Michael Wacha,1.5,183.0,35.34,50.07,14.74,8%+,50-55%,Medium,Positive edge,0.54,0.8,1.5,1,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,35.3357,14.7343,0.0057,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Bryce Harper,PHI,MIA,Janson Junk,1.5,191.0,34.36,49.02,14.65,8%+,45-50%,Medium,Positive edge,-0.13,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,3.0,win,1,0,1.91,34.3643,14.6557,-0.0057,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Vladimir Guerrero Jr.,TOR,TBR,Nick Martinez,1.5,158.0,38.76,53.4,14.64,8%+,50-55%,Medium,Positive edge,,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,loss,0,0,-1.0,38.7597,13.8403,-0.0003,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Cody Bellinger,NYY,BAL,Shane Baz,0.5,177.0,36.1,50.72,14.62,8%+,50-55%,Medium,Positive edge,-0.12,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.77,36.1011,14.6189,0.0011,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Willi Castro,COL,NYM,Huascar Brazobán,0.5,188.0,34.72,49.26,14.54,8%+,45-50%,Medium-High,Positive edge,-0.53,0.8,,0,1,0,PropLine game moneyline/total context | Self-stored odds movement snapshots,1.0,win,1,0,1.88,34.7222,14.5378,0.0022,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Troy Johnston,COL,NYM,Huascar Brazobán,0.5,156.0,39.06,53.5,14.43,8%+,50-55%,Medium-High,Positive edge,-0.53,0.8,,0,1,0,PropLine game moneyline/total context | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,39.0625,14.4375,-0.0075,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Alex Bregman,CHC,CIN,Chase Petty,0.5,193.0,34.13,48.56,14.43,8%+,45-50%,Medium,Positive edge,-0.49,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.93,34.1297,14.4303,-0.0003,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Hunter Goodman,COL,NYM,Huascar Brazobán,1.5,186.0,34.97,49.36,14.39,8%+,45-50%,Medium-High,Positive edge,-0.53,0.8,,0,1,0,PropLine game moneyline/total context | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,34.965,14.395,-0.005,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Kyle Stowers,MIA,PHI,Aaron Nola,0.5,187.0,34.84,49.21,14.36,8%+,45-50%,Medium,Positive edge,-0.13,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,2.0,win,1,0,1.87,34.8432,14.3668,-0.0068,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Sal Stewart,CIN,CHC,Edward Cabrera,1.5,190.0,34.48,48.7,14.22,8%+,45-50%,Medium,Positive edge,-0.49,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,loss,0,0,-1.0,34.4828,14.2172,0.0028,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,George Springer,TOR,TBR,Nick Martinez,1.5,193.0,34.13,48.25,14.12,8%+,45-50%,Medium,Positive edge,,,1.5,0,0,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,,ungraded,,0,0.0,34.1297,14.1203,-0.0003,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Tyler Freeman,COL,NYM,Huascar Brazobán,1.5,180.0,35.71,49.66,13.94,8%+,45-50%,Medium-High,Positive edge,-0.53,0.8,,0,1,0,PropLine game moneyline/total context | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,35.7143,13.9457,-0.0057,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Michael Busch,CHC,CIN,Chase Petty,0.5,186.0,34.97,48.9,13.93,8%+,45-50%,Medium,Positive edge,-0.49,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,34.965,13.935,-0.005,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Bryce Harper,PHI,MIA,Janson Junk,1.5,181.0,35.59,49.5,13.92,8%+,45-50%,Medium,Positive edge,-0.13,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,3.0,win,1,0,1.81,35.5872,13.9128,0.0072,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Kyle Stowers,MIA,PHI,Aaron Nola,0.5,181.0,35.59,49.5,13.92,8%+,45-50%,Medium,Positive edge,-0.13,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,2.0,win,1,0,1.81,35.5872,13.9128,0.0072,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Juan Soto,NYM,COL,Tomoyuki Sugano,1.5,167.0,37.45,51.35,13.9,8%+,50-55%,Medium,Positive edge,-0.53,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,37.4532,13.6268,0.0032,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Elly De La Cruz,CIN,CHC,Edward Cabrera,0.5,187.0,34.84,48.35,13.5,8%+,45-50%,Medium,Positive edge,-0.49,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,3.0,win,1,0,1.87,34.8432,13.5068,-0.0068,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Kevin McGonigle,DET,BOS,Payton Tolle,0.5,152.0,39.68,53.17,13.49,8%+,50-55%,Medium,Positive edge,0.4,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,,ungraded,,0,0.0,39.6825,13.4875,0.0025,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Brandon Marsh,PHI,MIA,Janson Junk,0.5,182.0,35.46,48.95,13.49,8%+,45-50%,Medium,Positive edge,-0.13,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.82,35.461,13.489,0.001,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Mark Vientos,NYM,COL,Tomoyuki Sugano,0.5,194.0,34.01,47.48,13.46,8%+,45-50%,Medium,Positive edge,-0.53,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.94,34.0136,13.4664,-0.0064,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Brenton Doyle,COL,NYM,Huascar Brazobán,0.5,200.0,33.33,46.7,13.37,8%+,45-50%,Medium-High,Positive edge,-0.53,0.8,,0,1,0,PropLine game moneyline/total context | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,33.3333,13.3667,0.0033,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Ernie Clement,TOR,TBR,Nick Martinez,0.5,176.0,36.23,49.39,13.16,8%+,45-50%,Medium,Positive edge,,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.76,36.2319,12.3581,0.0019,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Jasson Domínguez,NYY,BAL,Shane Baz,0.5,159.0,38.61,51.72,13.11,8%+,50-55%,Medium,Positive edge,-0.12,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.59,38.61,13.11,0.0,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Liam Hicks,MIA,PHI,Aaron Nola,0.5,170.0,37.04,50.08,13.05,8%+,50-55%,Medium,Positive edge,-0.13,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,37.037,13.043,0.007,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Marcus Semien,NYM,COL,Tomoyuki Sugano,1.5,188.0,34.72,47.76,13.04,8%+,45-50%,Medium,Positive edge,-0.53,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,34.7222,12.7678,0.0022,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Juan Soto,NYM,COL,Tomoyuki Sugano,1.5,156.0,39.06,51.99,12.93,8%+,50-55%,Medium,Positive edge,-0.53,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,39.0625,12.9275,0.0025,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Mark Vientos,NYM,COL,Tomoyuki Sugano,1.5,186.0,34.97,47.86,12.89,8%+,45-50%,Medium,Positive edge,-0.53,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,loss,0,0,-1.0,34.965,12.625,-0.005,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Trea Turner,PHI,MIA,Janson Junk,1.5,168.0,37.31,50.2,12.88,8%+,50-55%,Medium,Positive edge,-0.13,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,37.3134,12.8866,-0.0066,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Kyle Stowers,MIA,PHI,Aaron Nola,0.5,167.0,37.45,50.25,12.8,8%+,50-55%,Medium,Positive edge,-0.13,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,2.0,win,1,0,1.67,37.4532,12.7968,0.0032,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Jordan Beck,COL,NYM,Huascar Brazobán,0.5,191.0,34.36,47.12,12.75,8%+,45-50%,Medium-High,Positive edge,-0.53,0.8,,0,1,0,PropLine game moneyline/total context | Self-stored odds movement snapshots,1.0,win,1,0,1.91,34.3643,12.7557,-0.0057,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,José Ramírez,CLE,KCR,Michael Wacha,0.5,195.0,33.9,46.5,12.6,8%+,45-50%,Medium,Positive edge,0.54,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.95,33.8983,12.6017,-0.0017,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Liam Hicks,MIA,PHI,Aaron Nola,0.5,163.0,38.02,50.48,12.46,8%+,50-55%,Medium,Positive edge,-0.13,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,38.0228,12.4572,0.0028,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Pete Crow-Armstrong,CHC,CIN,Chase Petty,0.5,167.0,37.45,49.89,12.44,8%+,45-50%,Medium,Positive edge,-0.49,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.67,37.4532,12.4368,0.0032,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Ben Williamson,TBR,TOR,Eric Lauer,0.5,172.0,36.76,49.11,12.34,8%+,45-50%,Medium-High,Positive edge,,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Self-stored odds movement snapshots,2.0,win,1,0,1.72,36.7647,12.3453,-0.0053,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,T.J. Rumfield,COL,NYM,Huascar Brazobán,0.5,159.0,38.61,50.81,12.2,8%+,50-55%,Medium-High,Positive edge,-0.53,0.8,,0,1,0,PropLine game moneyline/total context | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,38.61,12.2,0.0,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Kazuma Okamoto,TOR,TBR,Nick Martinez,0.5,195.0,33.9,45.96,12.06,8%+,45-50%,Medium,Positive edge,,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.95,33.8983,12.0617,-0.0017,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Liam Hicks,MIA,PHI,Aaron Nola,0.5,158.0,38.76,50.77,12.01,8%+,50-55%,Medium,Positive edge,-0.13,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,38.7597,12.0103,-0.0003,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Ben Williamson,TBR,TOR,Eric Lauer,0.5,167.0,37.45,49.38,11.93,8%+,45-50%,Medium-High,Positive edge,,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Self-stored odds movement snapshots,2.0,win,1,0,1.67,37.4532,11.1268,0.0032,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Dillon Dingler,DET,BOS,Payton Tolle,0.5,162.0,38.17,50.07,11.9,8%+,50-55%,Medium,Positive edge,0.4,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.62,38.1679,11.9021,-0.0021,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Salvador Perez,KCR,CLE,Tanner Bibee,0.5,158.0,38.76,50.44,11.68,8%+,50-55%,Medium,Positive edge,0.54,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.58,38.7597,11.6803,-0.0003,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_total_bases,batter,Liam Hicks,MIA,PHI,Aaron Nola,1.5,149.0,40.16,51.78,11.62,8%+,50-55%,Medium,Positive edge,-0.18,1.2,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,0.0,loss,0,0,-1.0,40.1606,11.6194,0.0006,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Brandon Marsh,PHI,MIA,Janson Junk,0.5,159.0,38.61,50.21,11.6,8%+,50-55%,Medium,Positive edge,-0.13,0.8,-1.5,0,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.59,38.61,11.6,0.0,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Francisco Alvarez,NYM,COL,Tomoyuki Sugano,1.5,168.0,37.31,48.8,11.48,8%+,45-50%,Medium,Positive edge,-0.53,0.8,1.5,0,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,loss,0,0,-1.0,37.3134,11.2166,-0.0066,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_total_bases,batter,Kevin McGonigle,DET,BOS,Payton Tolle,1.5,146.0,40.65,52.12,11.47,8%+,50-55%,Medium,Positive edge,0.96,1.2,1.5,1,1,1,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,,ungraded,,0,0.0,40.6504,11.4696,0.0004,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,Dillon Dingler,DET,BOS,Payton Tolle,0.5,157.0,38.91,50.36,11.45,8%+,50-55%,Medium,Positive edge,0.4,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,1.0,win,1,0,1.57,38.9105,11.4495,0.0005,ok,
2026,2026-05-04T21:59:25.624015+00:00,2026-05-04,batter_hits,batter,JJ Wetherholt,STL,MIL,Chad Patrick,0.5,156.0,39.06,50.45,11.39,8%+,50-55%,Medium,Positive edge,0.43,0.8,-1.5,1,1,0,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,2.0,win,1,0,1.56,39.0625,11.3875,0.0025,ok,
